galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),y
990025.0,0.6286569225799827,63.12520024218674,27109.23430962398,0.6460394658724056,8.240542718817482,5.395292494518976,0.5439103902077579,0.3968499278897051,182.6829916829347,68.44224418472777,60.53932248652558,38.30548296698158,681.8410858029862,22.131436298848527,150.25929008464252,129.841789064381,12.403812411218553,490.44640041264086,60.1215802480122,57.02818348142108,69.82536860858434,46.01823015924211,98.21607159767237,174.61789935026104,2.964203236538566,106.47770706422091,12.474295904126457,97.19689728691961,79.61406648540054,73.07160030665247,33.443467188452814,85.85154409544894,77.63688954102558,73.16635397950337,46.05150726502849,2.347129911874136,23.56682052521219,431.2703026961731,466.0892873758149,16.16787135614628,8.223562669896403,21158.32486457829,7760.639488873206,13.617992665944588,1237.2287369357682,118.43463350937715,0.05258977109572517
990025.0,0.8180821669333752,81.00499445290778,30166.79395752572,0.852246418111155,10.671823175590916,4.742469612040644,0.8336237325393494,0.4678729145468194,152.52219807136362,97.200126866586,101.98849312491308,36.25555899728235,423.97308899455663,89.29418079738413,117.06933230152559,61.8225899571456,13.054897740807679,560.5477061479598,58.57300221975622,69.87390484487594,76.75230499655062,40.16796002260193,88.32257431691148,109.89238489741457,3.3436522484277704,64.61217826186754,13.781582188672875,48.97185981236203,63.813719598730145,45.48207090709438,64.73283395487968,93.52635898159843,64.88349581053646,35.5903710447684,38.54875085411574,2.585501134628868,27.89352410616326,221.41101339054063,376.475150970648,36.63951927165285,21.007338635646885,24984.04439144524,6969.137436344892,19.48482996350748,544.4589250592288,53.75352532669773,0.05986803016773545
990025.0,0.6594431792430047,59.57053361328088,8441.707352734524,0.4997615467338031,8.840315870706373,5.583972505170536,0.4691095173877302,0.36383721529541135,209.8132663794321,58.031941199475625,43.80387148509914,18.093991086585408,285.5722073379073,57.49108328471461,226.52376016917717,134.55843696009498,15.963000883848055,555.0124611092593,43.07849719342641,59.462625796287355,59.15250564988546,91.09366766672943,114.16399520851748,230.57366602396962,2.4762187804755893,110.03570254914467,14.533063634781044,92.40745050519672,80.87414913652852,75.2177273678187,41.62350539745432,95.0412720716375,78.53433807489864,48.892554726715275,48.13235852572652,2.0778709926619667,24.522221926451497,513.730395991085,581.0635981704239,31.958514915574256,18.95443446092768,19860.12152027061,3276.634176142517,13.357158221139036,1537.9534833994394,126.06369147477331,0.05044906218785139
990025.0,0.5558616483658992,52.333292798488856,29300.36306702267,0.5474349754464228,6.125868519093444,4.330925022420118,0.41186209468877066,0.2963471417045471,174.9805065596056,29.260443294035554,22.809628741142035,24.56698387934703,327.2022468741811,47.78545610068693,279.0001753715523,193.22879867284686,12.940990677352767,766.807703319112,51.31837241706463,50.535797326841,54.931369276898316,92.72789176071436,97.64523217712973,198.97132836431717,2.6482966507242613,128.61965284130855,9.63683927054349,103.85877051987988,84.72188207075615,82.02612509382162,35.78200641602868,86.30783166519754,83.95664792885884,51.063309789722666,48.07529912861736,1.8954816328611246,18.750913457181607,497.78538629386713,612.1069936373716,72.75966721606079,48.77013394969629,29570.13950329958,7005.294495254924,15.48599526227295,2016.6555510700439,123.88484841541646,0.04939424843578112
990025.0,0.9911963516222488,81.80246409253282,81033.956905855,1.1311626710507172,13.800671847399773,13.1889065731494,0.910340906303196,0.9183531842542336,71.88534508867454,126.75859741551167,125.42097489199722,34.49746840203567,633.7997179520603,103.56262878873969,28.359586936239854,51.09825005843042,25.521925648544467,585.4348043882702,56.15805414162882,85.02096450228396,84.7081579709947,71.49381013356809,53.83587484757987,61.00865439664047,3.4763677117173644,31.732479424976646,13.07417647167744,30.371111856002358,61.08614115410613,66.28684755913075,85.28925980431865,76.67184444639675,64.77477426185416,60.84000142351772,52.085709019362824,2.570797565844301,27.787053906998164,150.17322548250348,213.6914183356988,29.577375025968013,11.134866730710304,75156.04940603251,8957.403969476874,18.264200776441072,232.5731396842147,39.192276539093186,0.15424698544491255
990025.0,0.8246916776838236,63.887135442126215,28409.06269508108,0.6716973611784668,14.062458149103108,9.978597143232502,0.8152644644162474,0.7968066921831249,121.83969609213486,93.46185977222521,89.00105577645706,31.219117875205068,821.7109062433093,54.30551544543678,94.31774484342121,70.0258072276711,12.001111955826659,393.02181595686096,79.8012991419252,64.13275898867056,82.33518372448106,25.33228862470132,108.56207033984616,170.1753220568554,2.9734445342153113,69.50793016182428,16.587641484989142,64.8335810891331,69.85400908991124,66.95860075068029,62.409942424313016,72.24137036785521,63.77687363126133,25.304899961039272,52.11862778673,2.348412338717183,31.613416298686,364.3067431470446,399.1865293242238,36.26294235628433,20.137828791059007,22301.0771956998,5067.505526425454,11.543267574942687,779.7369339942787,71.7396706817903,0.05287066836840537
990025.0,0.6574574612261578,68.55532621940627,25648.328826756293,0.7456738966364279,15.434546442429767,10.02178628912784,0.6621915337613831,0.7438910832409723,149.56707483636592,85.82781402374579,81.10394474088787,21.99465677582517,855.7475042017144,82.04461418964587,155.4881541208446,98.28850784097116,14.49443400554044,540.4862511813392,79.8436992615739,63.72060428796843,66.94819422739504,64.26413194884933,97.01379349754788,168.4502963836751,2.9801018310414262,83.67617576909129,12.39592790179821,59.42348694218903,84.9697188394219,59.6926197165913,62.79046310992405,95.11904329681423,78.25335319265479,77.53662706109874,46.18851640735585,2.2903856527160373,25.63526721731044,265.3612518329606,403.63536021071394,63.57845398955172,44.474849186304105,19047.283703732868,7931.241810094862,10.046557008422932,851.2505630860968,57.856647974705666,0.052780248160849814
990025.0,0.9510431193329276,75.69339655989981,20935.541512963733,0.9479611079596084,14.86287976386702,8.699300653360588,0.8196502610676689,0.6885624397017858,119.50079636603778,105.47758748295374,95.00774309548848,33.526612721224154,999.8272022043905,78.37972999505016,129.079622589574,65.81874404183205,15.810461997906325,195.49973447648497,38.98053406198842,71.79409857187049,85.91489101396293,87.28636252234234,85.2822835793014,157.86167896084504,2.0256419710814195,67.06353546649501,15.458196681931184,49.98087053618116,57.382150914574005,45.39399051331626,70.88147643966937,69.03380726943465,52.56746351797943,127.49700195554963,50.0321585456218,2.1501275928083903,32.43002945672718,249.49149114876758,340.1553354402697,54.578196752173916,8.862979922601754,29232.820511593418,4033.2856762622478,-5.266100932269703,298.8945943355306,63.851296783186,0.06265202442315343
990025.0,0.6574015114814443,61.337084285421064,18231.029378480824,0.8263770660995636,15.173325066619785,6.941814664579402,0.7255364126079731,0.6472403398161426,168.48702853299338,84.16520082370596,53.427884316931284,20.36322596648531,468.6892826928299,85.30888834202219,145.1008168135626,84.74682178277746,9.186092008641973,560.3770370037232,48.5086501289041,60.940633382783936,61.67231830417671,90.51599978944452,113.10789278365552,151.59823926864843,2.4284022421346707,90.56197379397406,17.18879987951798,69.1608440980499,79.53007676196086,92.51896357498177,62.85721662908611,79.18398479766795,76.13330710596327,89.40411837773783,64.58127143658359,1.98637088566152,29.799799125048207,406.1210367478556,459.03762450755744,35.7833481378906,23.517874873859853,23416.984644718897,4492.548225817749,18.317198048869265,968.5436783199127,92.11443010129648,0.05392714068299398
990025.0,0.657180131451062,62.55492927934279,16196.125655485568,0.6790963580279352,12.937281130154949,6.529241525640284,0.5615200173802376,0.4824504600644501,154.0987865541206,60.10046232033349,57.86783803853183,21.78250205049348,913.5881728056858,47.231396355964186,203.63183486929174,119.40174777145256,18.682559164536727,464.05683247328017,41.48451847196677,60.98999920711301,68.95420332612174,71.74161794517275,102.7280093821068,102.56838424284912,1.8073148001354244,104.2356982574106,9.912227168991201,90.6968198056038,78.87934834969575,82.24068959407835,41.68673973881559,86.01268905982369,78.94656419034843,28.69031727103506,52.09777078438893,1.4652162972126934,18.738552988423262,382.3754240670625,450.3067080516857,77.94989830521477,44.390164157322644,34280.135664189715,5779.1225777467225,16.29409684931819,929.083661856734,109.23883933962162,0.05058821118683099
