galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),y
0.0,0.39328753727850746,0.4378186089585019,0.18013369539764015,0.3309137447446133,0.1917786094321025,0.19834330189053792,0.28078813919773116,0.18998641092577673,0.4474313402169567,0.4519053250830373,0.3639807028511562,0.5130249726837229,0.1032992505986648,0.012343818335005585,0.3801386412829616,0.5980797296354522,0.17049103238995353,0.10325350966007063,0.1244597407626909,0.31695334562141086,0.47560618794179443,0.06143599286747803,0.6895466753543298,0.5818311494012044,0.07126356967019443,0.7286615059474013,0.26736626626076876,0.7426923914120592,0.5929607514839645,0.5718706488477769,0.20259677062137665,0.6462137347033772,0.6269795959312254,0.518578424051623,0.49674773392994187,0.12272009183405565,0.26214181359565086,0.52317523535795,0.5019155580919791,0.1450514518810284,0.12940585288109255,0.1318495519942736,0.07671650226864962,0.051341083083149164,0.38596163705581404,0.8118201073242677,0.05258977109572517
0.0,0.5791773672772456,0.7088642476101025,0.20035570561889035,0.5236516520445438,0.29677303875234695,0.1642958806162841,0.5837999273029212,0.2574659890840482,0.3709174492858236,0.6840438166813115,0.6253184892318906,0.4836646225634077,0.07167359484015977,0.6277946727678656,0.2903623618373679,0.25053074382287577,0.1840566764725601,0.11569582660530875,0.12215925209041353,0.544774002221595,0.5896530724381491,0.0539648971284792,0.6107649529307896,0.3468619962886887,0.08445726300220355,0.43688881389609396,0.29699202898608834,0.37721526970656793,0.328130473007463,0.3029042540931758,0.5246557965172791,0.7746762971234644,0.44618459295151297,0.2234794956272755,0.38403585684860175,0.13964889237341355,0.3146199727636437,0.2231456802057104,0.3868580598552267,0.35976544640709984,0.30275507657461315,0.16111769790854416,0.06973211869440671,0.06729153257456545,0.16681468201491764,0.37234667582066416,0.05986803016773545
0.0,0.4234992022385911,0.3839322568411154,0.05667088047373858,0.1941904203713396,0.21767971007589665,0.21342187914352043,0.20375330889872484,0.16111448022245872,0.5199413584238577,0.36792138380681,0.2587746325956404,0.2235427836689725,0.05469972179612137,0.33636459968306504,0.5864281588177535,0.6221797810048609,0.24464826163220535,0.11471337310578186,0.09914140433251939,0.3601285189679191,0.2998853929290485,0.11899964398617666,0.81653967444118,0.7849640131293291,0.0539319365961709,0.7536958790111185,0.3141786036051356,0.7066995585427835,0.6140810497783744,0.5927929360665076,0.2865732916514142,0.8000332106486827,0.6394890247291571,0.32794676018465047,0.5286093715904013,0.10337047318532537,0.27346260318360277,0.6410659667663337,0.6495335243212428,0.3106693918131624,0.2749174997930593,0.12191782421319712,0.0371486793514325,0.0506319400770493,0.4810912332985324,0.8636554635417787,0.05044906218785139
0.0,0.32185090698902846,0.274220560184981,0.19482272079082572,0.23937096063973307,0.10226549244608929,0.14289774583327755,0.14520836073206828,0.10040751363305567,0.4287781497911167,0.1356298889250041,0.1280309240330452,0.31614053107526224,0.0598053468286268,0.24742635590199274,0.728372820100447,0.9219602103271302,0.18168337360256712,0.15230501998634438,0.11138214342805375,0.2018099733818176,0.23038750448160372,0.12108663217304215,0.6850010923818598,0.670239942119064,0.059807158749454685,0.8826895685358541,0.20271300816673712,0.7932486002719359,0.6785730632628608,0.6591670363238235,0.22669351702819185,0.6538511658701043,0.7165139886290597,0.3447140536820293,0.5271250559899552,0.0903483184096399,0.20316875129976283,0.6182698628522144,0.6893908008903356,0.7382236791878828,0.6791258980821528,0.19628449725913916,0.069706070397834,0.056418593349802024,0.6325211869473928,0.8484903075314106,0.04939424843578112
0.0,0.7490605656441403,0.7209533502714643,0.5367796539703212,0.784349627160668,0.43189183173682455,0.6573894315706886,0.6637861150853361,0.6746732939899909,0.16116714427402298,0.9226586185764561,0.7734522421663965,0.45848410065983225,0.09740732224529952,0.7585446677729399,0.050409333228440385,0.19573395844127117,0.4438125881454701,0.12011305052011534,0.11857172818364164,0.81340921382833,0.720640307548705,0.09396961824704349,0.3361480497472893,0.1694023213236455,0.08870742321800393,0.20695887841853125,0.28122452499425665,0.23572618341135515,0.282413416018944,0.5057270601198184,0.7373947854643785,0.49256211487184576,0.44453644683036747,0.4217166032209942,0.5878671511675464,0.13806427814665206,0.3134522674876928,0.12129914347723429,0.17785655873115008,0.2856951416046357,0.16888341414546165,0.5449517853961405,0.0872770082760129,0.06397300728666837,0.0681544647050249,0.27341080178472915,0.15424698544491255
0.0,0.5856635187612764,0.4493690334457645,0.1887304673084099,0.35489571525201535,0.44319702825359175,0.4699751545508154,0.5646583479720338,0.5621043585942302,0.2911069915283761,0.6540255446048298,0.5431542342575373,0.4115294229704987,0.12045327842296968,0.30717340949011324,0.22882107013651945,0.29244567196362886,0.16210059445273658,0.08596156986890921,0.15369492915034735,0.44295398125187635,0.6815710416211133,0.03501898202075445,0.7719316579312437,0.5657035275029051,0.07136392120737634,0.47137223834374775,0.3599163673167811,0.4976410891900658,0.42937201912678824,0.5122758863603585,0.5002115299976402,0.41840396756690557,0.4306888020693573,0.14270365802856474,0.5880781058025568,0.1226179486844624,0.3595692621332481,0.4274394351967498,0.41601768220606045,0.3560846884121672,0.29102892876807973,0.1405920229820848,0.052951711576735463,0.04570042933835437,0.24124122076165758,0.4945205367780123,0.05287066836840537
0.0,0.42155054546986354,0.5201356617225427,0.1704715958774871,0.4240402444672977,0.5024504257517995,0.47249648862461213,0.4050627897016835,0.5130971543307647,0.3632306661716402,0.5922180164232517,0.4936901094672991,0.27941066561543487,0.12462762244218054,0.5613627245752524,0.39428231576319495,0.4368559717525315,0.21405003636548384,0.11213510860642054,0.1537579166092776,0.4356443602599449,0.4282356397009571,0.08473694751242246,0.679972958712784,0.5594412702624498,0.07169778247628009,0.5695995466488819,0.2656912039194833,0.45611850075556154,0.6827270657625046,0.44144087156936584,0.5052123080375277,0.8013349607256497,0.635641585402857,0.5528998922495556,0.49901544520373986,0.11864302159953556,0.2870960527253105,0.28598002283759605,0.4217296309276735,0.6423106672623211,0.6209767621606929,0.11569931926216985,0.07822193367752853,0.04163125116215721,0.26386344504268466,0.4002251930672668,0.052780248160849814
0.0,0.709656749380682,0.6283440007770836,0.13930228302516293,0.6131144408543684,0.47776309833554975,0.3950845695960784,0.5693016086955554,0.46172713222801837,0.2826241160289787,0.7509628945621362,0.5817066262018104,0.44464565009932566,0.1422979614808287,0.5277792829544206,0.32284927200966745,0.27094938028894117,0.24147004805342812,0.05090327365483792,0.09305367895396655,0.5788289052749958,0.7405082746067565,0.11413751957534825,0.5865551781484148,0.5210020474998814,0.038296305015084665,0.45356697155594133,0.33474161931266816,0.3844699987551775,0.22033067988375987,0.302045570872452,0.5886282391143289,0.36471514498815694,0.27173816294808556,0.9452583069486047,0.5566485250722868,0.10850074440527512,0.36997781675028496,0.263291500188896,0.3402262751951367,0.547912737443697,0.13807641192950507,0.1936223806403188,0.04382553418962443,0.0,0.08913422535791683,0.44096975820598233,0.06265202442315343
0.0,0.42149563996574896,0.41071197530418047,0.12141524946735803,0.4994720367804256,0.4911696254627962,0.29269118703054975,0.47110687247869265,0.4235851403914663,0.41244471547895495,0.578991474190812,0.3192326787608876,0.25604424790077424,0.07715771449143552,0.5912751459806478,0.3661853684007445,0.36766375370983334,0.1034484378866471,0.11566553445078909,0.1072081630549511,0.38634118926401073,0.34137224463966154,0.11826193240778135,0.8081299517996123,0.49826425804408775,0.052390725810485435,0.6177940208225392,0.3741862520912564,0.5301875235756536,0.5915529961981321,0.7614602250240698,0.5056116967582218,0.5346108146086421,0.6055523484874314,0.6460999550851213,0.7757942864682233,0.09708127066511092,0.33791868348172344,0.4872200813123743,0.4928617779566397,0.35078561611269726,0.33679818786775767,0.1491291208574901,0.047878165256257856,0.06411703617482055,0.3009672977367345,0.6329884448092534,0.05392714068299398
0.0,0.42127839175074283,0.42917368522465815,0.10795685498798642,0.3618114237351814,0.39460645176966913,0.268605628226925,0.30010153502369286,0.270966821166005,0.3750184267285738,0.384671432254532,0.347937529980558,0.2763720470581175,0.1317213645767267,0.2423491878106278,0.524507264063992,0.5447355884102913,0.30131143314155173,0.09856961162271938,0.09677347070201404,0.3872166990305743,0.461263095876037,0.09428608156277568,0.7254751463528338,0.3202741159798737,0.03018162646637991,0.7131891012795984,0.2091327970781369,0.6937607856910005,0.5806461099209628,0.6612587950936305,0.287057657097691,0.6489110108399041,0.6454829112833107,0.16929066766672102,0.5880167354513239,0.05951269947922745,0.20283300893220327,0.4532716884010651,0.48165196837721286,0.7930435359039153,0.6198284250753333,0.23223617742392047,0.059231172796732304,0.05861673475809846,0.28848473526718166,0.7493396190838777,0.05058821118683099
